clean text,polarity,subjectivity,location,,sentiment,,notes
I mean `` accidental fatal overdose '' almost always means extensive prior opiod use ...,0,0,Up de ROOAD! a piece,,,,
I mean got ta talk I see critiques crack epedemic treated vs opiods.…,0,0.1,"North Carolina, USA",,,,
I mean got ta talk I see critiques crack epedemic treated…,0,0,,,,,
I never heard one good thing CIA ever done What I know CIA responsible t…,0,0,"Detroit, MI",,,,
I never imagine organization would let opiods go noses one p…,0,0,,,,,
I never understood desire take opiods recreation I take…,-0.1,0.4,"Springfield, MO",,,,
I n't care red I hope strong nominee take Ralph Abraham The extre…,0,0.05,,,,,
I n't give damn Americas opiod problem cause sure n't care crack epidemic Now kids hav…,0.5,0.5,U.S.A.,,,,
I n't know lady I thank pointing energy directed towards…,0.35,0.65,"Astoria, NY",,,,
I n't recall addressed crack epidemic either The disparity a…,0,0,"Philadelphia, PA",,,,
I n't see party ID show Tyler odds say l…,-0.5,1,,,,,
I n't think anyone really thinks 's funny stats outda…,-0.107142857,0.767857143,"Maryland, USA",,,,
I n't think intention spread opiod hysteria inform people addiction medical…,-0.4,0.6,Gotham City,,,,
I n't think tackling issues opiod crisis Learning suppose…,0.2,0.3,"Seattle, WA",,,,
I n't want sound like much Dick I understand opioids problem ... But o…,0,0,none of your business,,,,
I Prince beem normally open cared Noboyd real…,0,0,"San Francisco, CA",,,,
I proved havent made awar…,0.5,0.666666667,"Harlem, NY",,,,
I pull strings like blinds Thrilling Results,-0.333333333,0.666666667,,,,,
I question These news guidelines talk tapering stopping opiods too…,-0.025,0.35,"Pennsylvania, USA",,,,
I read articles without consi…,0.5,0.5,,,,,
I really would hope understand alot people savage opiod take dressed pers…,0.35,0.65,"New York, USA",,,,
I refer pain crisis opiod hysteria,-0.4,1,just around the riverbend!,,,,
I replied someone else highlighting fact sympathize opiod crisis wh…,0.433333333,0.833333333,,,,,
I saw Opiod Muppets open Nirvana ‘ 93,0,0,US,,,,
I say meth opiods If coke 'd lot aggressive play-calling lol,0,0,,,,,
I seen many lives ruined Been many funerals opia…,0,0,,,,,
I sincerely wish best They hate giving opiods stuff like EDS let me…,-0.1,0.4,DC-ish,,,,
I sounded rude I n't mean come across like It took long pai…,-0.4,1,Ilvermorny School of Witchcraft and Wizardry ,,,,
I stage cancer patient mg TID oxycontin breakdown crying I gave celebrex…,0.7,0.6,"New York, NY",,,,
I stopped opiods via hospital setting ie rehab floor I focused care Waking pain me…,-0.8,0.8,USA,,,,
I support President great reasons already tweeted Plus initiat…,0,0,,,,,
I suspicion China 's main goal opiod crisis kill white males particular…,0,0,,,,,
I sympathy folks going addiction trap get triggered every time hear disc…,0,0,Nowhere Now Here,,,,
I think ’ really stupid shitty unfollow someone twitter twitter still show their…,0,0,"41.652513,-91.562336",,,,
I think along lines educating opiod addiction did…,-0.055555556,0.022222222,"Minnesota, USA",,,,
I think along lines educating opiod addiction n't a…,-0.4,0.55,San Francisco Bay Area,,,,
I think decriminalizing drugs may help opiod crisis The policies offer woul…,-0.625,1,,,,,
I think I agree Yang 's opiod plan would probably go Yang n't healthcare plan supports drug policy,0,0.5,,,,,
I think need call fentanyl heroin crisis It opiod crisis…,0,0,Oklahoma City OK,,,,
I think terms `` decriminalize '' `` legalize '' often used interchangably regards drugs U.S. Is it…,-0.4,1,"Atlannah, Jawjuh",,,,
I three patients I work occupational therapist stuff They became addicted opiod…,0.5,0.5,"Woodlawn, OH",,,,
I throw I hear one person opining opiods mask pain Well cu…,0,0,"Iowa, USA",,,,
I tweeted post-surgery opiods Came long way since,0.8,0.75,"Columbus, OH",,,,
I understand My husband horrific injury treated effectively op…,0.45,1,"Toledo, OH",,,,
I 've defending years point labels op…,0,0,,,,,
I 've much Godka tonight I 'm really drunk I got ta tell feels good Really good And I n't think…,-0.333333333,0.466666667,Border Crossing,,,,
I 've opiods several years never become addicted abused pills e…,0.5,1,,,,,
I 've seen many smoke meth pain 's become easier get t…,0,0,United States,,,,
I 've seen opiod addiction close one person central problem insurance wan…,0.375,0.375,Chasing light.,,,,
I vote Another anti-opiod zealot president need We need let know Oh …,0,0,United States,,,,
I vouch problem It depends doctor amp understanding side effects opiods Some ar…,0.375,0.875,"Nashville, TN",,,,
I want help fight Pain patients addicts The US government trying put th…,0,0,United States,,,,
I weep Kids Cages Immigrant Women disappeared Kurds massacred My LGBTQ f…,0,0,,,,,
I weep Kids Cages Immigrant Women disappeared Kurds massacred My LGBTQ friends Wom…,0.5,0.5,Usually Twitter Jail ,,,,
I weep Kids Cages Immigrant Women disappeared Kurds massacred My LGBTQ friends Wom…,0.5,0.5,United States,,,,
I white woman used ex house wife working jobs kids/an estranged abusive husband hooked…,0,1,"East Meadow, NY (516-425-5365)",,,,
I wish sited countries taken approach opiods successfu…,-0.1,0.4,"New Mexico, USA",,,,
I wish someone would bold enough take alcohol manufacturers Alcohol kills people p…,0,0,"Park City, UT",,,,
I wonder many MLB players addicted opiods ... greenies new generation,-0.4,0.6,,,,,
I wonder many pharmaceutical companies blame heroin overdoses patie…,0,0,,,,,
I would believe opioid use would used football players way they…,0.333333333,1,State of Bewilderment,,,,
I would wait sign Angels If front office people providing opiods players ne…,0.05,0.366666667,NYC Area,,,,
️ PSA EVERYONE take free opiod overdose training It short easy get free Narcan A strang…,0.05,0.366666667,Portland Maine,,,,
If *thought* would n't Trump supporter Fuck em Give couple hundred truck load…,0.05,0.7,SF,,,,
If black drug addict would “ oh well eect dummy ” seriousl…,0.2,0.2,Canada,,,,
If Conservative Media Opiods ... ..Fox News would heroin OAN would Fetanyl,0.05,0.7,"Washington D.C., mostly",,,,
If continuing alternative good As `` people need junkies find cr…,-0.025,0.2,"North Battleford, SK",,,,
If DEA NOT get doctor patient relationships prosecuting doctors ov…,-0.5,1,"Portland, Oregon",,,,
If gave opiods bushel pain probably I offspring unencumbered,0,0,"Ohio, USA",,,,
If gon girl family match common demographic Opiod users,0.333333333,1,"Virginia, USA",,,,
If gon na make seem need rehab need say right.. You dont suppor…,0.5,0.6,United States,,,,
If hate Trump years 's good know yout quit abusin…,-0.4,0.6,JERZ,,,,
If I asked police chef Marge Gunderson question I wonder what…,-0.025,0.6,"District of Columbia, USA",,,,
If I correct happiness relaxation chemical name endorphin natural opiod human body ...,0.2,0.2,"Plain City, OH",,,,
If I hear another government PSA touting `` Opiods Heroin '' I 'm gon na kill radio know,-0.5,0.8,"Cary, NC",,,,
If I kid looked like I 'd popping opiods,-0.5,0.875,"Calgary, Alberta",,,,
If media really focused relevance making WAY big…,-0.146666667,0.646666667,,,,,
If opposition research Steyer shows hedge funds invested pharma companies may may…,0.5,0.5,,,,,
"If roughly patients given opiods 's people X pills ,000 pills/yr s…",0,0,"Michigan, USA",,,,
If trailer park opiod addict stable geniuses middle America could adopt cult…,0,0,,,,,
If Trump reelected balance budget secure border healthcare reform educ…,0,0,,,,,
If Tulsi n't get opiod question proves right whole thing rigged,0.366666667,0.514285714,,,,,
If ya really wan na know opiod crisis watch ’ “ Not Vein ” YT,0,0,"Michigan, USA",,,,
Illegal Opiods mental illness,0,0,"Tampa, FL",,,,
Im trying imagine pharmicist ohio dispensing opiods like candy Seems larger issue hav…,0.136363636,0.454545455,NO GOFUNDME TO MY DM! ,,,,
Imagine kind physical damage 's potent opiod vodka flatulence would ... ..,-0.125,1,"Bakersfield, CA",,,,
imagine visiting UK I get terrible headache hand `` paracetamol '' I bleed a…,0,0,United States,,,,
IMO The Opiod crisis tackled local state level,0.8,0.75,Upper MI,,,,
Impeach opiod users,0.4,0.441666667,"Eugene, OR",,,,
Impeachment based BS Yes Immigration reform NOPE Election sec…,0.2,0.2,You Were At My Wedding Denise.,,,,
In case missed Faye Taxman 's debut crisis 's online 5:30 …,0.25,0.25,,,,,
In fairness article mention large campaign contributions Claire McCaskill received from…,0.2,0.2,,,,,
In k overdose deaths k overdose deaths involved opioids United S…,0.11125,0.52,"Baltimore, MD",,,,
In reference Opiods Liz knows 's talking I live MA…,0,0,The Real World,,,,
In several capacities Naltrane helpful far Alcohol amp Dependence.…,-0.075,0.2,"new york city
",,,,
In Spare Time GetReporter Pickel Without Get Her Hot Water That Opiod Epedemic Is Aphasod `` AlcohoicsDeing '' To Fill Media Time,0.1,0.2,milwaukee Wisconsin,,,,
In U.S. number deaths caused opiod overdose increased especially use fentanyl in…,0,0,,,,,
In unofficial capacity least yes The problem exactly complicity begin and…,0,0,East Hell.. Down the street from Soros. ,,,,
In world folk think prescribed drugs deadly whether proven not…,-0.0625,0.1875,"NJ, USA",,,,
Indoor rainbow made miles thread,0.05,0.45,Hell,,,,
Interested learning opioid epidemic Pharmacist Darryl Inaba author popular text `` Uppers …,-0.125,0.4,"Austin, TX",,,,
interesting interaction/medicine Selfpay situation painkiller lidocaine patch sp…,0,0,"Подвал матери, мир клоунов.",,,,
Interesting people talk Opiod days I remember years ago language quite different ...,0,0,United States,,,,
Interestingly also technology domains lot growing pains Opiod…,0,0.3,Being Upgraded in Area 51,,,,
Investor 's Business Daily Dow Jones Today Futures Dip On China Warning Bank Of America Q3 Tops Drug Distributor…,0,0,United States,,,,
Is ad opiods,0,0,,,,,
Is connection prevalence `` opiod crisis '' U.S. involvement Afghanistan,0.5,0.5,Earth,,,,
Is n't Infrastructure Week Is n't Jared charge ... .along Middle East Peace Plan …,0,0,Global,,,,
Is one talks mommy ’ opiod dependancy,0,1,"Bournemouth, UK",,,,
Is Opiod crisis white white crime,-0.288888889,0.277777778,,,,,
IS viable alternative opiates medical marijuana legalized part lot ppl fleeing opiods y…,-0.2,0.4,"Chicago, IL USA",,,,
Isn ’ almost identical tweet supporting old opiod pushing,0,0,Everywhere that you wanna be.,,,,
It ’ ’ holding pattern finalize opiod settlement go…,-0.325,0.875,"California, USA",,,,
It ’ matter like BULLSHIT OPIOD HYSTERIA WAR ON PRESCRIPTION DRUGS Instead go…,0,0.1,miami,,,,
It ’ matter like BULLSHIT OPIOD HYSTERIA WAR ON PRESCRIPTION DRUGS Instead o…,-0.145833333,0.449404762,Canada,,,,
It ’ seem obvious She ’ pissed ’ unable be…,-0.145833333,0.449404762,,,,,
It ’ similar peep opiod crisis affecting whites gettin support attention bu…,-0.145833333,0.449404762,,,,,
It ’ similar peep opiod crisis affecting whites gettin support attention nigg…,0.166666667,0.583333333,"Houston, TX",,,,
It big statement say `` causes similar worse damage '' The original statement PC wa…,0.425,0.425,"Minnesota, USA",,,,
It moved opiods So basically oxys,0.05,0.221428571,"CA, IA, IL, TN, TX",,,,
It n't going stop opiods Afghanistan The Mexican border not…,0,0,"Nekoosa, WI",,,,
It n't pharacmcies caused opioid epidemic n't doctors People addicted opiods that…,0.19375,0.64375,,,,,
It 's better appear stupid rather open ones mouth remove doubt I guess that'…,0,0,,,,,
It 's better appear stupid rather open ones mouth remove doubt I guess…,-0.25,0.65,"Jacksonville, N.C. ",,,,
It 's bullshit Really alcohol cigarettes opiods kill millions of…,0.5,0.5,"Florida, USA",,,,
It 's happy idyllic looks like add opiods meth,0.305555556,0.333333333,New York,,,,
It 's kinda like people push patients taken opiods someone steak in…,0,0,,,,,
It 's many brave warriors sharing pics I wanted share pic w…,0,0.466666667,,,,,
It 's odd opiod epidemic tough talk went away Dems figured shut Southern Border fight,0.05,0.366666667,Portland Maine,,,,
It 's part BIG media hyped `` opiod crisis '' based upon admittedly falsified statist…,0.05,0.366666667,NYC Area,,,,
It 's part BIG media hyped `` opiod crisis '' based upon admittedly falsified statistics f…,0,0,,,,,
It 's part media hyped `` opiod crisis '' based upon admittedly falsified statistics from…,0.5,0.5,Shaolin 10304,,,,
It 's power Government wields power private sector wields power I n't car…,0.05,0.65,United States,,,,
It 's pretty common practice anyone claim using…,0.433333333,0.733333333,,,,,
It 's really sad drugs takeover person It happens ... .. …,0,0,"Scotland, United Kingdom",,,,
It 's rough I 'm lucky I found doctor abt years ago treats chron…,0,0,"Minnesota, Texas, USA",,,,
It 's simple Crack meant jail black/brown people Opiod accidentally hurt white people government…,0,0,,,,,
It 's wrong VA n't responding queries sure drug…,0,0,🌴Somewhere on a beach🌴,,,,
It says even opiod crisis worsens opiod prescriptions time low soooo maybe i…,0,0,,,,,
It seems absurd MLB tests marijuana opiods On another not…,0,0.5,"San Ramon, CA",,,,
It seems every years `` crisis '' opiods First Oxycontin Fentyna…,-0.3,1,"Philadelphia, PA",,,,
It TIME Jordanians/UAE/KSA amp Europe step amp risk blood amp treasure-…,-0.7,0.666666667,,,,,
It would BETRAYAL AMERICAN PEOPLE ANY involved attempted overth…,0.214285714,0.428571429,"Philadelphia, PA",,,,
Its `` chronic opiod use '' Its long term pain relief medication And works much better meditation,0.366666667,0.7,"springy spring springs, CO",,,,
Its crazy target primary producers Its like blaming poor bastards grow coffee wheat…,0,0,,,,,
Its harassing doctors 're purposely addicting people opiods make buck an…,0,0,"over your shoulder, watching",,,,
Its harassing doctors 're purposely addicting people opiods make…,0,0.066666667,HB,,,,
Its many thats addiction starts It…,0.2,0.2,"Alabama, USA",,,,
Its opiod ’ clock tho ’,0.2,0.2,,,,,
Its time stop persecution patients pain We a…,0.2,0.2,"Georgia, USA",,,,
Its time stop persecution patients pain We pa…,0.2,0.2,"Tacoma, WA",,,,
Jailed cotton candy mistaken meth Do think police need better drug id technology field …,0.2,0.2,"Florida, USA",,,,
Jay Z OPIOD epidemic,0.35,0.55,"London, Arctic 🇬🇧🇸🇪⚓️",,,,
Jefree thanks upload insta toniggt I lost close friend mine opiods And…,0,0,"Astoria, Queens NY",,,,
Jesus Marijuana would relieved massive pain I months hip…,0,0,,,,,
Joe Biden Says Marijuana Should Remain Illegal Misdemeanor Interesting realize contradicts yo…,0,0.75,,,,,
Joe Duffy still listening terrible stories Irish citizens AGONY denied access patches.…,0.275,0.6,A place that feels like home.,,,,
John Rogers teams nab 10m The National Institutes Health t…,0,0,"Macon, GA",,,,
Johnson amp Johnson hit 8 billion verdict drug linked boy growing breasts men grow boobs company forced pa…,0.416666667,0.616666667,,,,,
Johnson amp Johnson hit 8 billion verdict drug linked boy growing breasts men grow boobs company i…,0.3,0.533333333,fiction,,,,
Johnson amp Johnson 's recent opiod crisis seen revenues slump ranking fall th th biggest…,0.7,0.8,"Los Angeles, CA",,,,
Just casual chat Salman Rushdie mythical mastodons opiods Dickens — lo…,0.25,0.7,,,,,
Just casual chat Salman Rushdie mythical mastodons opiods Dickens — looming end…,0.2,0.2,"New York, USA",,,,
Just finished `` Dopesick '' Beth Macy Her accounts frontlines US opiod disaster feature…,-0.055555556,0.211111111,Home of the Free,,,,
Just gave issue opiods legalized Marijuana Li…,0.234848485,0.560606061,"Chicago, IL",,,,
Just heard O'Rourke Yang amp Harris want DECRIMINALIZE OPIODS ... .. NO SCHIFF,0.2,0.8,,,,,
Just heard 's new puppet Sesame Street mother 's addicted opiods Now instead E…,0.234848485,0.560606061,"New York, NY",,,,
Just I make clear I also believe execs Purdue Pharma…,0,0,,,,,
Just like many Doctors stop…,0,0,"Spartanburg, South Carolina",,,,
Just one observation Democratic debate MOST people running HAVE HAD power solve gun…,0,0,NORTH END BOSTON.,,,,
Just saw patient went using Percocet per day zero using medical cannabis months Why ign…,0,0,,,,,
Just saw patient went using Percocet per day zero using medical cannabis months Why ignore suc…,0,0,Sioux Falls SD,,,,
Just taken mg zero opiods week Had left Why Kidney stones lost night n…,0.05,0.808333333,"Louisville, Ky.",,,,
Kamala Harris wants put pharmaceutical executives prison producing opiods They sell opiods pot not…,-0.2,0.15,,,,,
KEEP AMERICA GREAT took tired changes check want help need y…,-0.145833333,0.270833333,Calgary,,,,
Keith Humphreys n't believe opiods killing pain firm proponent euthanasia p…,0.1,0.4,Bancroft,,,,
Kevin McCarthy California Republican Suggests Dems Do Something Useful like Tackle Opiod Crisis ... Let 's see if…,0,0,San Diego,,,,
killed first answer opiod crisis question The nominees struggled follow,0,0,"Highlands Ranch, CO",,,,
kinda weird hear everyone talking legalizing opiods I kinda jarring,0,0,,,,,
Kinda weird.. US weird ... I also given opiods surgery.. Which I refused take…,0,0,Virginia,,,,
Klobuchar Eliminate opiods So CANCER PATIENTS DO FOR THEIR PAIN IDIOT Opiods the…,0,0,"Cabbagetown, Atlanta",,,,
Klobuchar gets question opiods says pharmaceutical pay Says dad struggled addiction t…,0,0,,,,,
Klobuchar good opiod epidemic dealing substance abuse She 's growing,-0.145833333,0.270833333,,,,,
Klobuchar n't DARE say opiods coming China ...,0,0,"New York, NY",,,,
Klobuchar plan pay opiod treatment Dorito company,0,0,"New York, USA",,,,
Kratom mitragyna speciosa legal option works well opiods Do ha…,0,0,United States,,,,
Kurds dying Americans dying gun violence amp opiods healthcare far reach afford …,-0.145833333,0.270833333,The best coast - Left Coast,,,,
Kurds dying Americans dying gun violence amp opiods healthcare far reach afford pres…,0.05,0.366666667,Portland Maine,,,,
Ladies gentlemen I present Americas Opiod Crisis one room,0.05,0.366666667,NYC Area,,,,
last time I checked adults dealing stuff dems poop streets hand needles opiod c…,0,0,,,,,
Last year husband 's pain killers delayed times four months While hospital.…,0,0.5,,,,,
Lawd people talking grace opiod epidemic makes angry know these…,0.018181818,0.227272727,,,,,
Learning dole opiods Or pain pumps What useless back surgeries `` C…,0,0,"Detroit, MI",,,,
Legalise regulate n't push huge money maker,0,0,,,,,
Legalize opiods They insane,0,0,Chicago,,,,
Legalizing Marijuana Combating Opiod Crisis Supporting HBCU…,0.7,0.6,"Tennessee, USA",,,,
Legalizing opiods good idea,0,0,,,,,
Let ’ Make Amazing Opiods Purdue Pharma,0,0.4,,,,,
Let ’ start list Opiods KP Cc,0,0,"London, England",,,,
Let get straight saturate country pain killers ie OPIODs ca n't make enough…,0.138095238,0.49047619,"Adelaide, South Australia",,,,
Let 's see ... dozens Benghazi investigations Results Nada Even Trey Goudy …,0,0,,,,,
Let show 's done “ Hahahaha ” slams glass ” OOOOH YEAH ”,0.1,1,USA,,,,
Levoloxelin opiod painkiller Used escitalopram treat congenital metamorphism disease May cause metaphysical feelings,-0.8,0.9,kaimuki,,,,
LIBYA SYRIA IRAQ YEMEN EGYPT WHAT A GENOCIDE BY THE CONGRESSIONAL INDUSTRIAL WAR MACHINE NOT…,0,0,Philadelphia PA,,,,
Likely Only matter time legalizes heroin opiods meth LSD A disgraceful record a…,0,0.5,Canada,,,,
Listening drive On I-70 I passed least new addiction billboards Makes lot sense …,0,0.5,Canada,,,,
Listening drive On I-70 I passed least new addiction billboards Makes lot sense…,0,0.5,,,,,
Little Rock ASAC Scott Reinhart COS Maria Hoskins recently spoke how…,0,0,"Chicago, IL",,,,
Little Rock ASAC Scott Reinhart COS Maria Hoskins recently spoke wo…,-0.00625,0.4625,"Perth, Western Australia",,,,
Live Town Hall Podcast Minneapolis Opiod Crisis October :00-8:30pm Minneapolis Renaissance Hot…,0.2,0.9,Colorado ,,,,
Live Town Hall Podcast Minneapolis Opiod Crisis October :00-8:30pm Minneapolis Renaissance Hotel featur…,0.1,0.15,,,,,
lmao bio prof talking opiod crisis last three minutes lecture everyone ’ packing stuff…,0.2,0.4,,,,,
"LMAO BMJ Jan study ,000+ surgical patients given opiods post-op whopping P…",0,0,,,,,
Lmao border secure Then still opiod crisis Do think rebuilding mi…,-0.2,0.5,,,,,
Lmfao I ’ Not bot And disjointed The fact heroin laced fetanyl many ar…,-0.325,0.875,Oregon,,,,
Lock opiod execs throw away key,0,0,,,,,
LOL idiot Because said `` No one said anything opioids '' after…,0.368181818,0.75,"Truro, Cornwall",,,,
LOL Just blacks seriously questioning competence motives the…,-0.1,0.1,,,,,
Lol love yall go hard races dont give fuck race smh like instance mad…,0,0,"Sacramento, CA",,,,
Lol made sense The point trying make crack wasnt `` supported '' lik…,0,0,Between Hell N Purgatory US,,,,
long term car opiods CRITICAL ... YOU GO,-0.2,0.433333333,,,,,
Look pupils The dude still strung Now apparently opiods,0.05,0.366666667,Portland Maine,,,,
Looking get date hobbies I 'm gon na start getting opiod misuse,0.05,0.366666667,NYC Area,,,,
Looks like That ’ sad action That ’ happens Beto Yang l…,0,0,People’s Republic of Seattle,,,,
Loved anyone else Yang needs schooled use Herion Opiod addiction fast,0,0,"Baltimore, MD",,,,
loved response gave opiod epidemic,0,0,,,,,
Loved the…,0.7,0.8,United States,,,,
Low testosterone men previously linked long-term opiod use However unclear many men ta…,0.2,0.4,"Eugene, OR",,,,
Lowest ever unemployment record tax cuts borde…,0,0,"Albuquerque, NM",,,,
Many people take opiods amp die Does mean rest world No Real scienc…,0,0,"Boulder, CO",,,,
Marc Lacey opiod epidemic go Klobinator makes valid points pharma accountability human dignity Stey…,0.16,0.54,"Q-ville, Oregon",,,,
Marijuana illegal protect people 's get hooked legal shit brought Big Ph…,-0.1,0.1,"Oregon, USA",,,,
Marsha Blackburn Opiod Abuse You 've murdered many bribes K f…,0,0,,,,,
Mass AG Celebrates The Sackler Family Purdue Pharma Who Manufactured Sold Opiods Created Mass…,0.166666667,0.166666667,,,,,
Massachusetts New Hampshire got hit really hard opiods My son helped A lot He eve…,0,0.1,Dallas and Fort Worth,,,,
Maura stay focused hold Sacklers Purdue Executives accountable lethal outcome…,-0.15,0.65,,,,,
May CDC Report Americans dying younger Opiods Suicides US fertility rates Lowest ye…,0.168181818,0.677272727,"Boston, MA",,,,
Maybetry securing border fix opiod epidemic,0.2,0.2,"Houston, TX",,,,
MAYOR focused Infastructure Went Detail making Amazon amp Top Pa…,-0.15,0.75,"Gobles, Michigan",,,,
Me waking night opiods heavy alcohol consumption,0,0,Dirty Macking in your girl DMs,,,,
mean like legalize sex marriage years USA abolishing slavery YEA…,0,0.1,"Poughkeepsie, NY",,,,
MEANWHILE BACK The RANCH I DONT HEAR SHIT ABOUT Chi./Balt. amp MANY Cities Our act…,0,0,,,,,
MEANWHILE BACK The RANCH I DONT HEAR SHIT ABOUT Chi./Balt. amp MANY Cities Our actual coun…,-0.025,0.75,Pain Haiku,,,,
MEANWHILE BACK The RANCH I DONT HEAR SHIT ABOUT Chi./Balt. amp MANY Cities Our actual coun…,0,0.1,"Indiana, USA",,,,
Meanwhile Demokrats ran Illinois asunder eense working poor fentinol/opiods flow…,0,0,"Perth, Western Australia",,,,
Meanwhile I 'm constant pain ca n't get opiod med needed give quality life ... ..have…,0,0.25,"Los Angeles, California (DTLA)",,,,
Meanwhile people suffering from…,-0.4,0.6,,,,,
measuring stick How many opiod deaths How many Bankruptcies How many homeless How much pe…,0.136363636,0.454545455,"Perth, Western Australia",,,,
Medical cannabis option treat opiod addiction,-0.00625,0.49375,,,,,
Medical marijuana discussed used instead opiods keep drug executives accountable,-0.15,0.75,,,,,
mentioning syringe exchange programs part policy solution address opiod epidemic Now l…,-0.041666667,0.613888889,,,,,
Meth opiods,-0.15,0.75,,,,,
Middle age white men supply opiod someone causing person 's death He confessed a…,-0.2625,0.709722222,,,,,
Millions fewer citizens need food stamps Commission opiod crisis Sortin…,-0.15,0.75,"Stony Brook, NY",,,,
Mirfacaine opiod painkiller Used Cymbalta treat anti-inflammatory discontinuation syndrome Developed Chipping Pandemic,0,0,,,,,
Mixing alcohol opioids blaming opiod Oxymoron What society really saying is…,0,0.625,,,,,
MLB Bullets ’ get hit,-0.15,0.75,,,,,
MLB Bullets ’ get hit news around league,0.5,0.5,"Tennessee, USA",,,,
MNK news Opiod settelments make multi day mover Very cheap No brianer,0,0.1,,,,,
Moderator What would opiods Klobuchar In addition answering question let get one jo…,0,0,"South Dakota, USA",,,,
Moe Joe Mario Luigi Willie Waylon Elvis opiods Tequila lime In order,0,0,,,,,
More suicides committed opiods guns ding bats,0,0.5,Canada,,,,
Most misusers scripts either went pill mills gamed legit physician prior history of…,0,0,"New Jersey, USA",,,,
Most opiod overdoses rural south religion rules What ’ Barr,0,0,Tory Britain 😫,,,,
Most opiods made China American drug companies American drug companies sell thro…,0,0,,,,,
Most prescription holders abuse went pill mill gamed legit doc prior substance abu…,0,0,"Vermont, USA",,,,
Mr. Drew ’ deserve title Dr clearly compassion patients My dad dead of…,0,0,In my bunker with my fellow stable geniuses.,,,,
Mr. Drew ’ deserve title Dr clearly compassion patients My dad dead…,0.6,0.9,Sleeping Through English Class,,,,
Mr. Yang nailed Opiod question,0,0.25,My Vegetable Garden,,,,
much money would I `` donate '' `` campaign '' get treat way treat o…,0.6,0.9,here,,,,
much something ... alcohol opiods cocain…,0,0.1,"Upstate, NY",,,,
much u steal opiod families 12 million,0,0,"Saskatchewan, Canada",,,,
muppet character whose mother opiod addiction On one hand million kudos Se…,0,0.25,virginia,,,,
muppet character whose mother opiod addiction On one hand million kudos t…,-0.433333333,0.7,"Boston, MA",,,,
My FIL day AA mtg guy He 's multiple surgeries issues life industrial plumber Doc wi…,0.2,0.2,the Geo-Front,,,,
My objections CBD wo n't replace opiods valid…,0,0.5,The South,,,,
My thoughts Dem debate ... killed opiod crisis question,0,0,"South Dakota, USA",,,,
Nameless ppl shutting charities uk cause ppl dont want drug money ... even its…,0.8,0.7,Southern California,,,,
Narcan training opioid overdose reversal Saturday Do stop Free Kit …,0.2,0.2,In your thoughts and prayers👎,,,,
Narrator It 's shitty Democrat enclaves devoid morals devoid hope devoid jobs drive people opiods,-0.0625,0.6375,New Zealand,,,,
never felt bad withdrawing drug even opiods fucking insane going…,0,0,,,,,
Nevermind opiod overdoses Americans suffering popcorn overdoses record rates rest month,0.075,0.35,"Florida, USA",,,,
New episode today addiction opiod crisis And also ’ stop t…,0.075,0.35,,,,,
New episode today addiction opiod crisis And also ’ stop talki…,0,0.4,"Texas, USA",,,,
New research shows patients first see physiotherapist low back pain much less likely prescribed op…,0.1,0.433333333,"South Florida, USA",,,,
New study show overdose dead prescription drug Il…,0.625,0.725,"Philadelphia, PA",,,,
No ... That 's falsehood pushed anti drug zealots Most prescribed n't conti…,0.25,0.25,"Philadelphia, PA",,,,
No argument I heartburn concept opiods addict of…,0.4,0.7,"Philadelphia, PA",,,,
No guns shootings They silly objects n't need…,0.35,0.55,"Philadelphia, PA",,,,
No laws made criminalize minorities like war drugs whites turned th…,-0.3,1,"Philadelphia, PA",,,,
No Lizzie ... ..the Opiod Overdose Epidemic literally ripping families apart ... .ThankQ diligenc…,0,0,,,,,
No Ma'am The decriminalization 'Opiods WRONG amp PROBLEM I would Legalize 'Opium via The…,0,0,USA,,,,
No Mayor Curt Schmoke wanted treat crack epidemic health crisis la…,-0.125,0.4,"Austin, TX",,,,
NO MENTAL HEALTHCARE MENTIONED We treat mentally ill heroin use going fall away WE TREAT THE MENTALLY…,0,0,,,,,
No opiods n't need legal Fuck yang,-0.8,1,,,,,
No Opioid restrictions reversed week Doctors putting patients risk Opio…,0.625,0.725,"Philadelphia, PA",,,,
No pot solve opiod crisis still legalized Alcohol worse ’ legal,0.316666667,0.408333333,"Grand Forks, ND",,,,
No quality studies showing delay fracture healing Huge benefit decreasing opiod use,0,0,,,,,
No something I 've seen others eerience firsthand get worse and…,0.4,0.7,"Philadelphia, PA",,,,
NO SURPRISE need suffering OVER REACHING laws I believe ANTI OPIOD crowd i…,0.35,0.55,"Philadelphia, PA",,,,
No The point people criminals Big pharma At least wh…,0,0,,,,,
No yr graph opiods,0.2,0.2,,,,,
None answers solve opiod epidemic satisfies My father opiod addict Jailing CEOs isn…,0,0.25,,,,,
None right The opiod crisis coming pain patients illegal fentan…,0,0.25,Heartland,,,,
None right The opiod crisis coming pain patients illegal fentanyl amp …,0,0,United States,,,,
Nora Volkow Director NIDA hardly proponent injudicious narcotic prescribing March NE…,-0.3,1,"Philadelphia, PA",,,,
Nora Volkow Director NIDA hardly proponent injudicious narcotic us…,-0.5,0.5,,,,,
Nora Volkow Director NIDA hardly proponent injudicious narcotic use March…,-0.033333333,0.533333333,"Greenfield, Wisconsin",,,,
Nora Volkow Director NIDA March NEJM article majority opiod naive patients become…,1,0.3,Hell A.K.A 1100,,,,
